,Module,Smiles,BGC_Compound
1080,merC_Mod.14,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[C@H](C)[CH][C@H](C)C=C(C)[C@H](O)C[C@@H](O)C[C@@H](O)[C@H](C)[C@H](O)C[C@@H](O)C[CH][C@H](C)C(=O)CC(=O)[S],Meridamycin
1081,merP_Mod.15,CCC(=CC[C@H](O)C(C)=C[C@H](C)[C@H](C)O)C(=O)[C@H](C)[CH][C@H](C)C=C(C)[C@H](O)C[C@@H](O)C[C@@H](O)[C@H](C)[C@H](O)C[C@@H](O)C[CH][C@H](C)C(=O)CC(=O)N1CCCCC1C(=O)[S],Meridamycin
1082,pikAI_Mod.0,CCC(=O)[S],Methymycin
1083,pikAI_Mod.1,CC[C@@H](O)[C@H](C)C(=O)[S],Methymycin
1084,pikAI_Mod.2,CC[C@@H](O)[C@H](C)C=[C]C(=O)[S],Methymycin
1085,pikAII_Mod.3,CC[C@@H](O)[C@H](C)C=[C]C(=O)[C@H](C)C(=O)[S],Methymycin
1086,pikAII_Mod.4,CC[C@@H](O)[C@H](C)C=[C]C(=O)[C@H](C)[CH][C@H](C)C(=O)[S],Methymycin
1087,pikAIII_Mod.5,CC[C@@H](O)[C@H](C)C=[C]C(=O)[C@H](C)[CH][C@H](C)[C@H](O)[C@@H](C)C(=O)[S],Methymycin
1088,pikAIV_Mod.6,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[CH][C@@H](C)C(=O)[C]=C[C@H]1C,Methymycin
1089,mcnA_Mod.0,N[C@@H](CC(=O)O)C(=O)[S],Micropeptin
1090,mcnB_Mod.1,CC(O)[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)[S],Micropeptin
1091,mcnC_Mod.2,CC(O)[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)[S],Micropeptin
1092,mcnC_Mod.3,CC(O)[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)[S],Micropeptin
1093,mcnC_Mod.4,CCC(C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(C)O)C(=O)[S],Micropeptin
1094,mcnC_Mod.5,CCC(C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(C)O)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)[S],Micropeptin
1095,mcnE_Mod.6,CCC(C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](C(C)CC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(C)OC1=O,Micropeptin
1096,monAI_Mod.0,CC(=O)[S],Monensin
1097,monAI_Mod.1,CC(=O)[C@@H](C)C(=O)[S],Monensin
1098,monAII_Mod.2,CC(=O)[C@@H](C)[CH][C@H](C)C(=O)[S],Monensin
1099,monAIII_Mod.3,CC(=O)[C@@H](C)[CH][C@H](C)C=[C]C(=O)[S],Monensin
1100,monAIII_Mod.4,CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[S],Monensin
1101,monAIV_Mod.5,CCC(=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O)C(=O)[S],Monensin
1102,monAIV_Mod.6,CCC([CH][CH]C(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1103,monAV_Mod.7,CCC([CH][CH]C=C(C)C(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1104,monAV_Mod.8,CCC([CH][CH]C=C(C)[CH][CH]C(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1105,monAVI_Mod.9,CCC([CH][CH]C=C(C)[CH][CH]C(=O)CC(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1106,monAVII_Mod.10,CCC([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)[C@@H](C)C(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1107,monAVIII_Mod.11,CCC([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1108,monAVIII_Mod.12,CCC([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)[C@@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)C(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1109,monAI_Mod.01,CC(=O)[S],Monensin
1110,monAI_Mod.11,CC(=O)[C@@H](C)C(=O)[S],Monensin
1111,monAII_Mod.21,CC(=O)[C@@H](C)[CH][C@H](C)C(=O)[S],Monensin
1112,monAIII_Mod.31,CC(=O)[C@@H](C)[CH][C@H](C)C=[C]C(=O)[S],Monensin
1113,monAIII_Mod.41,CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[S],Monensin
1114,monAIV_Mod.51,CCC(=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O)C(=O)[S],Monensin
1115,monAIV_Mod.61,CCC([CH][CH]C(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1116,monAV_Mod.71,CCC([CH][CH]C=C(C)C(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1117,monAV_Mod.81,CCC([CH][CH]C=C(C)[CH][CH]C(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1118,monAVI_Mod.91,CCC([CH][CH]C=C(C)[CH][CH]C(=O)CC(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1119,monAVII_Mod.101,CCC([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)[C@@H](C)C(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1120,monAVIII_Mod.111,CCC([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)[C@@H](C)[C@H](O)CC(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1121,monAVIII_Mod.121,CCC([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)[C@@H](C)[C@H](O)CC(O)C(C)C(=O)[S])=C[C@@H](C)[CH][C]=C[C@@H](C)[CH][C@H](C)C(C)=O,Monensin
1122,mycAI_Mod.0,CCC(=O)[S],Mycinamicin
1123,mycAI_Mod.1,CC[C@H](O)[C@@H](C)C(=O)[S],Mycinamicin
1124,mycAI_Mod.2,CC[C@H](O)[C@@H](C)C=[C]C(=O)[S],Mycinamicin
1125,mycAII_Mod.3,CC[C@H](O)[C@@H](C)C=[C]C=[C]C(=O)[S],Mycinamicin
1126,mycAIII_Mod.4,CC[C@H](O)[C@@H](C)C=[C]C=[C]C(=O)[C@H](C)C(=O)[S],Mycinamicin
1127,mycAIII_Mod.5,CC[C@H](O)[C@@H](C)C=[C]C=[C]C(=O)[C@H](C)[CH][C@H](C)C(=O)[S],Mycinamicin
1128,mycAIV_Mod.6,CC[C@H](O)[C@@H](C)C=[C]C=[C]C(=O)[C@H](C)[CH][C@H](C)[C@H](O)[C@@H](C)C(=O)[S],Mycinamicin
1129,mycAV_Mod.7,CC[C@@H]1OC(=O)[C]=C[C@H](C)[C@@H](O)[C@@H](C)[CH][C@@H](C)C(=O)[C]=C[C]=C[C@@H]1C,Mycinamicin
1130,mlsA1_Mod.0,CC(=O)[S],Mycolactone
1131,mlsA1_Mod.1,C[C@@H](O)CC(=O)[S],Mycolactone
1132,mlsA1_Mod.2,C[C@H](C(=O)[S])[C@H](O)C[C@@H](C)O,Mycolactone
1133,mlsA1_Mod.3,CC(=C[C@@H](C)[C@H](O)C[C@@H](C)O)C(=O)[S],Mycolactone
1134,mlsA1_Mod.4,CC([CH][C@H](C)C(=O)[S])=C[C@@H](C)[C@H](O)C[C@@H](C)O,Mycolactone
1135,mlsA1_Mod.5,CC([CH][C@H](C)[C@H](O)CC(=O)[S])=C[C@@H](C)[C@H](O)C[C@@H](C)O,Mycolactone
1136,mlsA1_Mod.6,CC([CH][C@H](C)[C@H](O)CC=C(C)C(=O)[S])=C[C@@H](C)[C@H](O)C[C@@H](C)O,Mycolactone
1137,mlsA1_Mod.7,CC([CH][C@H](C)C(=O)[S])=CC[C@@H](O)[C@@H](C)[CH]C(C)=C[C@@H](C)[C@H](O)C[C@@H](C)O,Mycolactone
1138,mlsA1_Mod.8,CC([CH][C@H](C)[C@@H](O)CC(=O)[S])=CC[C@@H](O)[C@@H](C)[CH]C(C)=C[C@@H](C)[C@H](O)C[C@@H](C)O,Mycolactone
1139,mlsA2_Mod.9,CC([CH][C@H](C)[C@@H](O)C[CH][CH]C(=O)[S])=CC[C@@H](O)[C@@H](C)[CH]C(C)=C[C@@H](C)[C@H](O)C[C@@H](C)O,Mycolactone
1140,mycA_Mod.0,CCCC(=O)[S],Mycosubtilin
1141,mycA_Mod.1,CCCC(=O)N[C@@H](CC(N)=O)C(=O)[S],Mycosubtilin
1142,mycB_Mod.2,CCCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)[S],Mycosubtilin
1143,mycB_Mod.3,CCCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)[S],Mycosubtilin
1144,mycB_Mod.4,CCCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)[S],Mycosubtilin
1145,mycB_Mod.5,CCCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)[S],Mycosubtilin
1146,mycC_Mod.6,CCCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CO)C(=O)[S],Mycosubtilin
1147,mycC_Mod.7,CCCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)O,Mycosubtilin
1148,nanA1_Mod.0,CC(=O)[S],Nanchangmycin
1149,nanA1_Mod.1,CC(=O)[C@@H](C)C(=O)[S],Nanchangmycin
1150,nanA2_Mod.2,CC(=O)[C@@H](C)[CH][C@H](C)C(=O)[S],Nanchangmycin
1151,nanA3_Mod.3,CC(=O)[C@@H](C)[CH][C@H](C)C=[C]C(=O)[S],Nanchangmycin
1152,nanA3_Mod.4,CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[S],Nanchangmycin
1153,nanA4_Mod.5,CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[C@H](C)C(=O)[S],Nanchangmycin
1154,nanA4_Mod.6,CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[C@H](C)[CH][CH]C(=O)[S],Nanchangmycin
1155,nanA5_Mod.7,CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[C@H](C)[CH][CH]C=C(C)C(=O)[S],Nanchangmycin
1156,nanA5_Mod.8,CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[C@H](C)[CH][CH]C=C(C)[CH][CH]C(=O)[S],Nanchangmycin
1157,nanA6_Mod.9,CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[C@H](C)[CH][CH]C=C(C)[CH][CH]C(=O)CC(=O)[S],Nanchangmycin
1158,nanA7_Mod.10,CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[C@H](C)[CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)[C@@H](C)C(=O)[S],Nanchangmycin
1159,nanA8_Mod.11,CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[C@H](C)[CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[S],Nanchangmycin
1160,nanA8_Mod.12,CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[C@H](C)[CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)[C@@H](C)[C@H](O)[C@@H](C)C=C(C)C(=O)[S],Nanchangmycin
1161,natA_Mod.0,Nc1cc(O)cc(C(=O)[S])c1,Naphthomycin
1162,natA_Mod.1,C[C@@H](C(=O)[S])[C@H](O)c1cc(N)cc(O)c1,Naphthomycin
1163,natA_Mod.2,C[C@@H](C(=O)CC(=O)[S])[C@H](O)c1cc(N)cc(O)c1,Naphthomycin
1164,natA_Mod.3,C[C@@H](C(=O)[S])C(=O)CC(=O)[C@H](C)[C@H](O)c1cc(N)cc(O)c1,Naphthomycin
1165,natB_Mod.4,CC(=C[C@H](C)C(=O)CC(=O)[C@H](C)[C@H](O)c1cc(N)cc(O)c1)C(=O)[S],Naphthomycin
1166,natB_Mod.5,CC(=C[C@H](C)C(=O)CC(=O)[C@H](C)[C@H](O)c1cc(N)cc(O)c1)[C@@H](O)[C@@H](C)C(=O)[S],Naphthomycin
1167,natB_Mod.6,CC(=C[C@H](C)C(=O)CC(=O)[C@H](C)[C@H](O)c1cc(N)cc(O)c1)[C@@H](O)[C@@H](C)C=[C]C(=O)[S],Naphthomycin
1168,natC_Mod.7,CC(=C[C@H](C)C(=O)CC(=O)[C@H](C)[C@H](O)c1cc(N)cc(O)c1)[C@@H](O)[C@@H](C)C=[C][C@@H](O)CC(=O)[S],Naphthomycin
1169,natC_Mod.8,CC(=C[C@H](C)C(=O)CC(=O)[C@H](C)[C@H](O)c1cc(N)cc(O)c1)[C@@H](O)[C@@H](C)C=[C][C@@H](O)CC(=O)[C@@H](C)C(=O)[S],Naphthomycin
1170,natC_Mod.9,CC(=C[C@H](C)C(=O)CC(=O)[C@H](C)[C@H](O)c1cc(N)cc(O)c1)[C@@H](O)[C@@H](C)C=[C][C@@H](O)CC(=O)[C@@H](C)C(=O)CC(=O)[S],Naphthomycin
1171,natD_Mod.10,CC(=C[C@H](C)C(=O)CC(=O)[C@H](C)[C@H](O)c1cc(N)cc(O)c1)[C@@H](O)[C@@H](C)C=[C][C@@H](O)CC(=O)[C@@H](C)C(=O)C[C@@H](O)[C@@H](C)C(=O)[S],Naphthomycin
1172,natD_Mod.11,CC(=C[C@H](C)C(=O)CC(=O)[C@H](C)[C@H](O)c1cc(N)cc(O)c1)[C@@H](O)[C@@H](C)C=[C][C@@H](O)CC(=O)[C@@H](C)C(=O)C[C@@H](O)[C@@H](C)C=[C]C(=O)[S],Naphthomycin
1173,natE_Mod.12,CC(=C[C@H](C)C(=O)CC(=O)[C@H](C)[C@H](O)c1cc(N)cc(O)c1)[C@@H](O)[C@@H](C)C=[C][C@@H](O)CC(=O)[C@@H](C)C(=O)C[C@@H](O)[C@@H](C)C=[C]C=[C]C(=O)[S],Naphthomycin
1174,natE_Mod.13,CC(=C[C]=C[C]=C[C@H](C)[C@H](O)CC(=O)[C@H](C)C(=O)C[C@H](O)[C]=C[C@H](C)[C@H](O)C(C)=C[C@H](C)C(=O)CC(=O)[C@H](C)[C@H](O)c1cc(N)cc(O)c1)C(=O)[S],Naphthomycin
1175,SgnS0_Mod.0,CC(=O)[S],Natamycin
1176,SgnS0_Mod.1,CC(=O)CC(=O)[S],Natamycin
1177,SgnS1_Mod.2,CC(=O)C[C@@H](O)CC(=O)[S],Natamycin
1178,SgnS1_Mod.3,CC(=O)C[C@@H](O)CC=[C]C(=O)[S],Natamycin
1179,SgnS1_Mod.4,CC(=O)C[C@@H](O)CC=[C]C=[C]C(=O)[S],Natamycin
1180,SgnS1_Mod.5,CC(=O)C[C@@H](O)CC=[C]C=[C]C=[C]C(=O)[S],Natamycin
1181,SgnS2_Mod.6,CC(=O)C[C@@H](O)CC=[C]C=[C]C=[C]C=[C]C(=O)[S],Natamycin
1182,SgnS2_Mod.7,CC(=O)C[C@@H](O)CC=[C]C=[C]C=[C]C=[C][C@H](O)CC(=O)[S],Natamycin
1183,SgnS2_Mod.8,CC(=O)C[C@@H](O)CC=[C]C=[C]C=[C]C=[C][C@H](O)C[C@H](O)[C@H](C)C(=O)[S],Natamycin
1184,SgnS2_Mod.9,CC(=O)C[C@@H](O)CC=[C]C=[C]C=[C]C=[C][C@H](O)C[C@H](O)[C@H](C)C(O)CC(=O)[S],Natamycin
1185,SgnS2_Mod.10,CC(=O)C[C@@H](O)CC=[C]C=[C]C=[C]C=[C][C@H](O)C[C@H](O)[C@H](C)C(O)CC(=O)CC(=O)[S],Natamycin
1186,SgnS2_Mod.11,CC(=O)C[C@@H](O)CC=[C]C=[C]C=[C]C=[C][C@H](O)C[C@H](O)[C@H](C)C(O)CC(=O)CC(O)CC(=O)[S],Natamycin
1187,SgnS3_Mod.12,CC(=O)C[C@@H](O)CC=[C]C=[C]C=[C]C=[C][C@H](O)C[C@H](O)[C@H](C)C(O)CC(=O)CC(O)CC=[C]C(=O)[S],Natamycin
1188,SgnS4_Mod.13,CC(=O)C[C@@H](O)CC=[C]C=[C]C=[C]C=[C][C@H](O)C[C@H](O)[C@H](C)C(O)CC(=O)CC(O)CC=[C]C=[C]C(=O)O,Natamycin
1189,pimS0_Mod.0,CC(=O)[S],Natamycin
1190,pimS1_Mod.1,C[C@@H](O)CC(=O)[S],Natamycin
1191,pimS1_Mod.2,C[C@@H](O)CC=[C]C(=O)[S],Natamycin
1192,pimS1_Mod.3,C[C@@H](O)CC=[C]C=[C]C(=O)[S],Natamycin
1193,pimS1_Mod.4,C[C@@H](O)CC=[C]C=[C]C=[C]C(=O)[S],Natamycin
1194,pimS2_Mod.5,C[C@@H](O)CC=[C]C=[C]C=[C]C=[C]C(=O)[S],Natamycin
1195,pimS2_Mod.6,C[C@@H](O)CC=[C]C=[C]C=[C]C=[C][C@H](O)CC(=O)[S],Natamycin
1196,pimS2_Mod.7,C[C@H](C(=O)[S])[C@@H](O)C[C@@H](O)[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O,Natamycin
1197,pimS2_Mod.8,C[C@H](C(O)CC(=O)[S])[C@@H](O)C[C@@H](O)[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O,Natamycin
1198,pimS2_Mod.9,C[C@H](C(O)CC(=O)CC(=O)[S])[C@@H](O)C[C@@H](O)[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O,Natamycin
1199,pimS2_Mod.10,C[C@H](C(O)CC(=O)CC(O)CC(=O)[S])[C@@H](O)C[C@@H](O)[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O,Natamycin
1200,pimS3_Mod.11,C[C@H](C(O)CC(=O)CC(O)CC=[C]C(=O)[S])[C@@H](O)C[C@@H](O)[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O,Natamycin
1201,pimS4_Mod.12,C[C@@H]1C(O)CC(=O)CC(O)CC=[C]C=[C]C(=O)O[C@H](C)CC=[C]C=[C]C=[C]C=[C][C@H](O)C[C@@H]1O,Natamycin
1202,scnS0_Mod.0,CC(=O)[S],Natamycin
1203,scnS1_Mod.1,C[C@@H](O)CC(=O)[S],Natamycin
1204,scnS1_Mod.2,C[C@@H](O)CC=[C]C(=O)[S],Natamycin
1205,scnS1_Mod.3,C[C@@H](O)CC=[C]C=[C]C(=O)[S],Natamycin
1206,scnS1_Mod.4,C[C@@H](O)CC=[C]C=[C]C=[C]C(=O)[S],Natamycin
1207,scnS2_Mod.5,C[C@@H](O)CC=[C]C=[C]C=[C]C=[C]C(=O)[S],Natamycin
1208,scnS2_Mod.6,C[C@@H](O)CC=[C]C=[C]C=[C]C=[C][C@H](O)CC(=O)[S],Natamycin
1209,scnS2_Mod.7,C[C@H](C(=O)[S])[C@@H](O)C[C@@H](O)[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O,Natamycin
1210,scnS2_Mod.8,C[C@H](C(O)CC(=O)[S])[C@@H](O)C[C@@H](O)[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O,Natamycin
1211,scnS2_Mod.9,C[C@H](C(O)CC(=O)CC(=O)[S])[C@@H](O)C[C@@H](O)[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O,Natamycin
1212,scnS2_Mod.10,C[C@H](C(O)CC(=O)CC(O)CC(=O)[S])[C@@H](O)C[C@@H](O)[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O,Natamycin
1213,scnS3_Mod.11,C[C@H](C(O)CC(=O)CC(O)CC=[C]C(=O)[S])[C@@H](O)C[C@@H](O)[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O,Natamycin
1214,scnS4_Mod.12,C[C@@H]1C(O)CC(=O)CC(O)CC=[C]C=[C]C(=O)O[C@H](C)CC=[C]C=[C]C=[C]C=[C][C@H](O)C[C@@H]1O,Natamycin
1215,nemA1-1_Mod.0,CCC(C)C(=O)[S],Nemadectin
1216,nemA1-1_Mod.1,CCC(C)[C@@H](O)[C@@H](C)C(=O)[S],Nemadectin
1217,nemA1-2_Mod.2,CCC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)C(=O)[S],Nemadectin
1218,nemA1-2_Mod.3,CCC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[CH][CH]C(=O)[S],Nemadectin
1219,nemA2_Mod.4,CCC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[CH][CH]C(=O)CC(=O)[S],Nemadectin
1220,nemA2_Mod.5,CCC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[CH][CH]C(=O)C[C@@H](O)CC(=O)[S],Nemadectin
1221,nemA2_Mod.6,CCC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[CH][CH]C(=O)C[C@@H](O)C[C@H](O)CC(=O)[S],Nemadectin
1222,nemA2_Mod.7,CCC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[CH][CH]C(=O)C[C@@H](O)C[C@H](O)CC=C(C)C(=O)[S],Nemadectin
1223,nemA3_Mod.8,CCC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[CH][CH]C(=O)C[C@@H](O)C[C@H](O)CC=C(C)[CH][C@H](C)C(=O)[S],Nemadectin
1224,nemA3_Mod.9,CCC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[CH][CH]C(=O)C[C@@H](O)C[C@H](O)CC=C(C)[CH][C@H](C)C=[C]C(=O)[S],Nemadectin
1225,nemA3_Mod.10,CCC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[CH][CH]C(=O)C[C@@H](O)C[C@H](O)CC=C(C)[CH][C@H](C)C=[C]C=C(C)C(=O)[S],Nemadectin
1226,nemA4_Mod.11,CCC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[CH][CH]C(=O)C[C@@H](O)C[C@H](O)CC=C(C)[CH][C@H](C)C=[C]C=C(C)[C@@H](O)CC(=O)[S],Nemadectin
1227,nemA4_Mod.12,CCC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[CH][CH]C(=O)C[C@@H](O)C[C@H](O)CC=C(C)[CH][C@H](C)C=[C]C=C(C)[C@@H](O)C[C@@H](O)[C@@H](C)C(=O)[S],Nemadectin
1228,nemA4_Mod.13,CCC(C)[C@H]1OC(=O)[C]=C[C@H](C)[C@H](O)C[C@H](O)C(C)=C[C]=C[C@@H](C)[CH]C(C)=CC[C@@H](O)C[C@H](O)CC(=O)[CH][CH][C@H](C)[C@H](O)[C@@H]1C,Nemadectin
1229,nidA1_Mod.0,CC(=O)[S],Niddamycin
1230,nidA1_Mod.1,C[C@@H](O)CC(=O)[S],Niddamycin
1231,nidA1_Mod.2,C[C@@H](O)CC=[C]C(=O)[S],Niddamycin
1232,nidA2_Mod.3,C[C@@H](O)CC=[C]C=[C]C(=O)[S],Niddamycin
1233,nidA3_Mod.4,C[C@H](C(=O)[S])C(=O)[C]=C[C]=CC[C@@H](C)O,Niddamycin
1234,nidA3_Mod.5,CC[C@@H]([CH][C@@H](C)C(=O)[C]=C[C]=CC[C@@H](C)O)C(=O)[S],Niddamycin
1235,nidA4_Mod.6,CC[C@@H]([CH][C@@H](C)C(=O)[C]=C[C]=CC[C@@H](C)O)[C@H](O)[C@@H](OC)C(=O)[S],Niddamycin
1236,nidA5_Mod.7,CC[C@@H]([CH][C@@H](C)C(=O)[C]=C[C]=CC[C@@H](C)O)[C@H](O)[C@@H](OC)[C@H](O)CC(=O)O,Niddamycin
1237,NIGAVIII_Mod.0,CCC(=O)[S],Nigericin
1238,NigAI_Mod.1,CCC(=O)CC(=O)[S],Nigericin
1239,NigAI_Mod.2,CCC(=O)CC(=O)[C@@H](C)C(=O)[S],Nigericin
1240,NigAII_Mod.3,CCC(=O)CC(=O)[C@@H](C)[CH][C@H](C)C(=O)[S],Nigericin
1241,NigAIII_Mod.4,CCC(=O)CC(=O)[C@@H](C)[CH][C@H](C)C=[C]C(=O)[S],Nigericin
1242,NigAIII_Mod.5,CCC(=O)CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C(=O)[S],Nigericin
1243,NigAIV_Mod.6,CCC(=O)CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C=C(C)C(=O)[S],Nigericin
1244,NigAIV_Mod.7,CCC(=O)CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C=C(C)[CH][CH]C(=O)[S],Nigericin
1245,NigAIX_Mod.8,CCC(=O)CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C=C(C)[CH][CH]C=C(C)C(=O)[S],Nigericin
1246,NigAV_Mod.9,CCC(=O)CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C=C(C)[CH][CH]C=C(C)C=C(C)C(=O)[S],Nigericin
1247,NigAV_Mod.10,CCC(=O)CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C=C(C)[CH][CH]C=C(C)C=C(C)[CH][C@H](C)C(=O)[S],Nigericin
1248,NigAVI_Mod.11,CCC(=O)CC(=O)[C@@H](C)[CH][C@H](C)C=[C][CH][C@H](C)C=C(C)[CH][CH]C=C(C)C=C(C)[CH][C@H](C)C(=O)[C@H](C)C(=O)[S],Nigericin
